title,title_type,genre,runtime,mpaa_rating,thtr_rel_year,thtr_rel_month,thtr_rel_day,imdb_rating,imdb_num_votes,critics_rating,critics_score,audience_rating,audience_score,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,director,imdb_url,rt_url
A Star is Born,Feature Film,Drama,139.0,R,1976.0,12.0,17.0,6.5,4874,Rotten,31.0,Upright,69.0,yes,no,no,yes,no,no,Frank R. Pierson,http://www.imdb.com/title/tt0075265/,//www.rottentomatoes.com/m/1019831-star_is_born/
The Belly of an Architect,Feature Film,Drama,119.0,R,1987.0,1.0,1.0,7.0,4121,Fresh,91.0,Upright,80.0,no,no,no,no,no,no,Peter Greenaway,http://www.imdb.com/title/tt0092637/,//www.rottentomatoes.com/m/belly_of_an_architect/
Veronica Mars,Feature Film,Drama,107.0,PG-13,2014.0,3.0,14.0,6.8,40133,Certified Fresh,78.0,Upright,79.0,no,no,no,no,no,no,Rob Thomas (III),http://www.imdb.com/title/tt2771372/,//www.rottentomatoes.com/m/veronica_mars/
Kaena: The Prophecy,Feature Film,Action & Adventure,85.0,PG-13,2004.0,7.0,9.0,6.2,3416,Rotten,7.0,Spilled,43.0,no,no,no,no,no,no,Chris Delaporte,http://www.imdb.com/title/tt0297753/,//www.rottentomatoes.com/m/kaena_the_prophecy/
Ghost Ship,Feature Film,Horror,91.0,R,2002.0,10.0,25.0,5.5,73617,Rotten,14.0,Spilled,37.0,no,no,no,no,no,no,Steve Beck,http://www.imdb.com/title/tt0288477/,//www.rottentomatoes.com/m/ghost_ship/
21 Grams,Feature Film,Drama,124.0,R,2003.0,11.0,21.0,7.7,183747,Certified Fresh,80.0,Upright,86.0,no,no,yes,no,yes,no,Alejandro Gonzalez Inarritu,http://www.imdb.com/title/tt0315733/,//www.rottentomatoes.com/m/21_grams/
Date Night,Feature Film,Comedy,88.0,PG-13,2010.0,4.0,9.0,6.3,123588,Fresh,67.0,Spilled,55.0,no,no,no,no,no,no,Shawn Levy,http://www.imdb.com/title/tt1279935/,//www.rottentomatoes.com/m/date_night/
Anchorman 2: The Legend Continues,Feature Film,Comedy,119.0,PG-13,2013.0,12.0,18.0,6.3,124250,Certified Fresh,75.0,Spilled,52.0,no,no,no,no,no,no,Adam McKay,http://www.imdb.com/title/tt1229340/,//www.rottentomatoes.com/m/anchorman_2_the_legend_continues/
Thunderheart,Feature Film,Drama,119.0,R,1992.0,4.0,1.0,6.8,11103,Fresh,87.0,Upright,75.0,no,no,no,no,no,no,Michael Apted,http://www.imdb.com/title/tt0105585/,//www.rottentomatoes.com/m/thunderheart/
Guess Who,Feature Film,Comedy,105.0,PG-13,2005.0,3.0,25.0,5.9,33040,Rotten,43.0,Spilled,49.0,no,no,no,no,no,no,Ashton Kutcher,http://www.imdb.com/title/tt0372237/,//www.rottentomatoes.com/m/guess_who/
Brubaker,Feature Film,Drama,131.0,R,1980.0,6.0,20.0,7.1,11236,Fresh,75.0,Upright,74.0,no,no,no,no,no,no,Stuart Rosenberg,http://www.imdb.com/title/tt0080474/,//www.rottentomatoes.com/m/brubaker/
Jagged Edge,Feature Film,Mystery & Suspense,108.0,R,1985.0,10.0,4.0,6.4,9946,Fresh,82.0,Spilled,58.0,no,no,yes,no,no,no,Richard Marquand,http://www.imdb.com/title/tt0089360/,//www.rottentomatoes.com/m/jagged_edge/
The Last Remake of Beau Geste,Feature Film,Action & Adventure,85.0,PG,1977.0,7.0,15.0,6.0,1680,Rotten,33.0,Upright,65.0,no,no,no,no,no,no,Marty Feldman,http://www.imdb.com/title/tt0076297/,//www.rottentomatoes.com/m/last_remake_of_beau_geste/
Melancholia,Feature Film,Drama,130.0,R,2011.0,11.0,11.0,7.1,122980,Certified Fresh,79.0,Upright,67.0,no,no,no,no,no,no,Lars von Trier,http://www.imdb.com/title/tt1527186/,//www.rottentomatoes.com/m/melancholia-2008/
Boomerang,Feature Film,Comedy,117.0,R,1992.0,7.0,1.0,5.4,19603,Rotten,40.0,Upright,60.0,no,no,no,yes,no,no,Reginald Hudlin,http://www.imdb.com/title/tt0103859/,//www.rottentomatoes.com/m/1039796-boomerang/
The Ritz,Feature Film,Art House & International,91.0,R,1976.0,1.0,1.0,7.8,1663,Rotten,40.0,Upright,83.0,no,no,no,no,no,no,Richard Lester,http://www.imdb.com/title/tt0075144/,//www.rottentomatoes.com/m/ritz/
The Man with the Golden Gun,Feature Film,Drama,125.0,PG,1974.0,12.0,18.0,6.8,71141,Rotten,45.0,Spilled,57.0,no,no,no,no,no,no,Guy Hamilton,http://www.imdb.com/title/tt0071807/,//www.rottentomatoes.com/m/man_with_the_golden_gun/
Hellraiser - Bloodline,Feature Film,Science Fiction & Fantasy,85.0,R,1996.0,3.0,8.0,5.0,13790,Rotten,25.0,Spilled,37.0,no,no,no,no,no,no,Joe Chappelle,http://www.imdb.com/title/tt0116514/,//www.rottentomatoes.com/m/hellraiser-bloodline/
The Butcher's Wife,Feature Film,Other,107.0,PG-13,1991.0,10.0,25.0,5.3,5374,Rotten,21.0,Spilled,29.0,no,no,no,yes,no,no,Terry Hughes,http://www.imdb.com/title/tt0101523/,//www.rottentomatoes.com/m/butchers_wife/
Diner,Feature Film,Drama,110.0,R,1982.0,4.0,2.0,7.2,14589,Fresh,91.0,Upright,78.0,no,no,no,no,yes,no,Barry Levinson,http://www.imdb.com/title/tt0083833/,//www.rottentomatoes.com/m/diner/
Cecil B. Demented,Feature Film,Comedy,87.0,R,2000.0,8.0,11.0,6.2,11259,Rotten,53.0,Upright,67.0,no,no,no,no,no,no,John Waters,http://www.imdb.com/title/tt0173716/,//www.rottentomatoes.com/m/cecil_b_demented/
Ragtime,Feature Film,Drama,155.0,PG,1981.0,11.0,20.0,7.3,6472,Fresh,90.0,Upright,76.0,no,no,yes,no,no,no,Milos Forman,http://www.imdb.com/title/tt0082970/,//www.rottentomatoes.com/m/ragtime/
One Day,Feature Film,Drama,107.0,PG-13,2011.0,8.0,19.0,7.0,100416,Rotten,36.0,Spilled,49.0,no,no,no,no,no,no,Lone Scherfig,http://www.imdb.com/title/tt1563738/,//www.rottentomatoes.com/m/one_day_2014/
Rambling Rose,Feature Film,Drama,112.0,R,1991.0,9.0,10.0,6.7,3866,Fresh,100.0,Spilled,51.0,no,no,yes,no,no,no,Martha Coolidge,http://www.imdb.com/title/tt0102753/,//www.rottentomatoes.com/m/rambling_rose/
Cameraman: The Life And Work Of Jack Cardiff,Documentary,Documentary,86.0,Unrated,2011.0,5.0,13.0,7.8,872,Fresh,96.0,Upright,92.0,no,no,yes,no,no,no,Craig McCall,http://www.imdb.com/title/tt1626811/,//www.rottentomatoes.com/m/cameraman_the_life_and_work_of_jack_cardiff/
I Am Bruce Lee,Documentary,Documentary,94.0,Unrated,2012.0,2.0,9.0,7.5,2928,Fresh,67.0,Upright,78.0,no,no,no,no,no,no,Pete McCormack,http://www.imdb.com/title/tt1954299/,//www.rottentomatoes.com/m/i_am_bruce_lee_2012/
Let It Be,Documentary,Documentary,81.0,G,1970.0,5.0,20.0,7.9,3887,Fresh,82.0,Upright,87.0,no,no,no,no,no,no,Michael Lindsay-Hogg,http://www.imdb.com/title/tt0065976/,//www.rottentomatoes.com/m/let-it-be/
The Groove Tube,Feature Film,Other,75.0,R,1974.0,1.0,1.0,5.9,1607,Rotten,13.0,Upright,60.0,no,no,no,no,no,no,Ken Shapiro,http://www.imdb.com/title/tt0071583/,//www.rottentomatoes.com/m/groove_tube/
Brighton Rock,Feature Film,Mystery & Suspense,111.0,R,2011.0,8.0,26.0,5.8,4904,Rotten,51.0,Spilled,32.0,no,no,no,yes,no,no,Rowan Joffe,http://www.imdb.com/title/tt1233192/,//www.rottentomatoes.com/m/brighton_rock-2010/
The Disappearance of Alice Creed,Feature Film,Mystery & Suspense,96.0,R,2010.0,8.0,6.0,6.8,19937,Certified Fresh,82.0,Upright,67.0,no,no,no,no,no,no,J Blakeson,http://www.imdb.com/title/tt1379177/,//www.rottentomatoes.com/m/disappearance_of_alice_creed/
Sgt. Bilko,Feature Film,Comedy,93.0,PG,1996.0,3.0,29.0,5.7,17384,Rotten,32.0,Spilled,47.0,no,no,no,no,no,no,Jonathan Lynn,http://www.imdb.com/title/tt0117608/,//www.rottentomatoes.com/m/sgt_bilko/
One Night at McCool's,Feature Film,Comedy,93.0,R,2001.0,4.0,27.0,6.1,25683,Rotten,33.0,Spilled,39.0,no,no,yes,no,no,no,Harald Zwart,http://www.imdb.com/title/tt0203755/,//www.rottentomatoes.com/m/one_night_at_mccools/
V.I. Warshawski,Feature Film,Drama,89.0,R,1991.0,7.0,26.0,4.8,3883,Rotten,17.0,Spilled,24.0,no,no,no,no,no,no,Jeff Kanew,http://www.imdb.com/title/tt0103184/,//www.rottentomatoes.com/m/vi_warshawski/
Glory,Feature Film,Drama,122.0,R,1989.0,12.0,15.0,7.9,99582,Certified Fresh,93.0,Upright,93.0,no,no,yes,no,no,no,Edward Zwick,http://www.imdb.com/title/tt0097441/,//www.rottentomatoes.com/m/1008415-glory/
Carnosaur,Feature Film,Horror,83.0,R,1993.0,5.0,21.0,3.4,2959,Rotten,11.0,Spilled,24.0,no,no,no,no,no,no,Adam Simon,http://www.imdb.com/title/tt0106521/,//www.rottentomatoes.com/m/carnosaur/
The Ninth Gate,Feature Film,Mystery & Suspense,133.0,R,1999.0,12.0,24.0,6.7,134031,Rotten,41.0,Spilled,57.0,no,no,no,no,no,no,,http://www.imdb.com/title/tt0142688/,//www.rottentomatoes.com/m/ninth_gate/
New York Minute,Feature Film,Action & Adventure,91.0,PG,2004.0,5.0,7.0,4.8,17190,Rotten,11.0,Spilled,47.0,no,no,no,no,no,no,Dennie Gordon,http://www.imdb.com/title/tt0363282/,//www.rottentomatoes.com/m/new_york_minute/
Blue Valentine,Feature Film,Drama,112.0,R,2010.0,12.0,29.0,7.4,135840,Certified Fresh,88.0,Upright,77.0,no,no,no,no,no,no,Andrij Parekh,http://www.imdb.com/title/tt1120985/,//www.rottentomatoes.com/m/blue_valentine/
The Jazz Singer,Feature Film,Musical & Performing Arts,115.0,PG,1980.0,12.0,19.0,5.7,2897,Rotten,15.0,Upright,72.0,no,no,yes,no,no,no,Ralph Thomas,http://www.imdb.com/title/tt0080948/,//www.rottentomatoes.com/m/1010979-jazz_singer/
The Other Sister,Feature Film,Drama,129.0,PG-13,1999.0,2.0,26.0,6.4,10126,Rotten,29.0,Upright,72.0,no,no,no,yes,no,no,Garry Marshall,http://www.imdb.com/title/tt0123209/,//www.rottentomatoes.com/m/other_sister/
The Astronaut Farmer,Feature Film,Drama,104.0,PG,2006.0,10.0,15.0,6.3,19383,Rotten,57.0,Spilled,49.0,no,no,no,no,no,no,Michael Polish,http://www.imdb.com/title/tt0469263/,//www.rottentomatoes.com/m/astronaut_farmer/
Modigliani,Feature Film,Art House & International,128.0,R,2004.0,9.0,24.0,7.4,8030,Rotten,4.0,Upright,78.0,no,no,no,no,no,no,Mick Davis,http://www.imdb.com/title/tt0367188/,//www.rottentomatoes.com/m/modigliani/
Inbred,Feature Film,Art House & International,90.0,R,2011.0,8.0,29.0,5.3,3461,Rotten,13.0,Spilled,29.0,no,no,no,no,no,no,Alex Chandon,http://www.imdb.com/title/tt1723124/,//www.rottentomatoes.com/m/inbred/
Pooh's Heffalump Movie,Feature Film,Animation,68.0,G,2005.0,2.0,11.0,6.4,3970,Certified Fresh,79.0,Upright,70.0,no,no,no,no,no,no,Frank Nissen,http://www.imdb.com/title/tt0407121/,//www.rottentomatoes.com/m/poohs_heffalump_movie/
Good Will Hunting,Feature Film,Drama,126.0,R,1997.0,12.0,5.0,8.3,572236,Certified Fresh,97.0,Upright,94.0,yes,no,no,no,no,no,Gus Van Sant,http://www.imdb.com/title/tt0119217/,//www.rottentomatoes.com/m/good_will_hunting/
Town & Country,Feature Film,Drama,104.0,R,2000.0,9.0,1.0,4.3,4072,Rotten,13.0,Spilled,14.0,no,no,no,yes,no,no,Boris Damast,http://www.imdb.com/title/tt0141907/,//www.rottentomatoes.com/m/town_and_country/
Happy Feet,Feature Film,Animation,108.0,PG,2006.0,11.0,17.0,6.5,126257,Certified Fresh,75.0,Upright,70.0,no,no,no,yes,no,no,George Miller,http://www.imdb.com/title/tt0366548/,//www.rottentomatoes.com/m/happy_feet/
Deck the Halls,Feature Film,Comedy,93.0,PG,2006.0,11.0,22.0,4.9,15491,Rotten,6.0,Spilled,30.0,no,no,no,no,no,no,John Whitesell,http://www.imdb.com/title/tt0790604/,//www.rottentomatoes.com/m/deck_the_halls/
Simone,Feature Film,Drama,117.0,PG-13,2002.0,8.0,23.0,6.1,51070,Rotten,51.0,Spilled,35.0,no,no,yes,no,no,no,Andrew Niccol,http://www.imdb.com/title/tt0258153/,//www.rottentomatoes.com/m/simone_2002/
The Adjuster,Feature Film,Drama,102.0,R,1992.0,5.0,29.0,6.8,2530,Fresh,73.0,Upright,73.0,no,no,no,no,no,no,Atom Egoyan,http://www.imdb.com/title/tt0101273/,//www.rottentomatoes.com/m/adjuster/
Turistas (Paradise Lost),Feature Film,Drama,93.0,R,2006.0,12.0,1.0,5.3,30495,Rotten,16.0,Spilled,28.0,no,no,no,no,no,no,John Stockwell,http://www.imdb.com/title/tt0454970/,//www.rottentomatoes.com/m/turistas/
New In Town,Feature Film,Comedy,97.0,PG,2009.0,1.0,30.0,5.6,16955,Rotten,29.0,Spilled,37.0,no,no,no,no,no,no,Jonas Elmer,http://www.imdb.com/title/tt1095174/,//www.rottentomatoes.com/m/new_in_town/
The Prestige,Feature Film,Drama,130.0,PG-13,2006.0,10.0,20.0,8.5,797101,Certified Fresh,76.0,Upright,92.0,no,no,no,no,no,no,Christopher Nolan,http://www.imdb.com/title/tt0482571/,//www.rottentomatoes.com/m/prestige/
Waist Deep,Feature Film,Drama,97.0,R,2006.0,6.0,23.0,5.9,8059,Rotten,27.0,Upright,76.0,no,no,no,no,no,no,Stan Lathan,http://www.imdb.com/title/tt0456020/,//www.rottentomatoes.com/m/waist_deep/
The Science of Sleep,Feature Film,Drama,105.0,R,2006.0,6.0,18.0,7.3,60483,Fresh,71.0,Upright,81.0,no,no,no,no,no,no,Michel Gondry,http://www.imdb.com/title/tt0354899/,//www.rottentomatoes.com/m/the_science_of_sleep/
Gracie,Feature Film,Drama,95.0,PG-13,2007.0,6.0,1.0,6.2,3602,Fresh,60.0,Spilled,58.0,no,no,no,no,no,no,Davis Guggenheim,http://www.imdb.com/title/tt0441007/,//www.rottentomatoes.com/m/gracie/
"See No Evil, Hear No Evil",Feature Film,Action & Adventure,103.0,R,1989.0,5.0,12.0,6.8,34802,Rotten,18.0,Upright,72.0,no,no,yes,no,no,no,Arthur Hiller,http://www.imdb.com/title/tt0098282/,//www.rottentomatoes.com/m/see_no_evil_hear_no_evil/
The Safety of Objects,Feature Film,Mystery & Suspense,121.0,R,2001.0,1.0,1.0,6.6,3730,Rotten,49.0,Upright,66.0,no,no,no,no,no,no,Rose Troche,http://www.imdb.com/title/tt0256359/,//www.rottentomatoes.com/m/the-safety-of-objects/
Dumb and Dumberer: When Harry Met Lloyd,Feature Film,Comedy,85.0,PG-13,2003.0,6.0,13.0,3.4,30085,Rotten,10.0,Spilled,23.0,no,no,no,no,no,no,Troy Miller,http://www.imdb.com/title/tt0329028/,//www.rottentomatoes.com/m/dumb_and_dumberer_when_harry_met_lloyd/
The Little Rascals,Feature Film,Comedy,82.0,PG,1994.0,8.0,5.0,6.3,32737,Rotten,25.0,Upright,70.0,no,no,no,no,no,no,Penelope Spheeris,http://www.imdb.com/title/tt0110366/,//www.rottentomatoes.com/m/the_little_rascals_1994/
Moonstruck,Feature Film,Drama,102.0,PG,1987.0,12.0,18.0,7.1,34307,Certified Fresh,92.0,Upright,81.0,yes,no,yes,yes,no,no,Norman Jewison,http://www.imdb.com/title/tt0093565/,//www.rottentomatoes.com/m/moonstruck/
World Trade Center,Feature Film,Drama,129.0,PG-13,2006.0,8.0,9.0,6.0,66171,Fresh,68.0,Upright,60.0,no,no,yes,no,yes,no,Oliver Stone,http://www.imdb.com/title/tt0469641/,//www.rottentomatoes.com/m/world_trade_center/
The Portrait of a Lady,Feature Film,Drama,144.0,PG-13,1996.0,12.0,24.0,6.3,8685,Rotten,43.0,Spilled,52.0,no,no,no,yes,no,no,Jane Campion,http://www.imdb.com/title/tt0117364/,//www.rottentomatoes.com/m/1074321-portrait_of_a_lady/
The Postman,Feature Film,Action & Adventure,177.0,R,1997.0,12.0,25.0,5.9,54597,Rotten,9.0,Spilled,49.0,no,no,no,no,yes,no,Kevin Costner,http://www.imdb.com/title/tt0119925/,//www.rottentomatoes.com/m/postman/
Mixed Nuts,Feature Film,Comedy,97.0,PG-13,1994.0,12.0,21.0,5.3,7862,Rotten,7.0,Spilled,46.0,no,no,no,no,no,no,Nora Ephron,http://www.imdb.com/title/tt0110538/,//www.rottentomatoes.com/m/mixed_nuts/
While You Were Sleeping,Feature Film,Drama,103.0,PG,1995.0,4.0,21.0,6.6,68871,Certified Fresh,80.0,Upright,79.0,no,no,no,yes,no,no,Jon Turteltaub,http://www.imdb.com/title/tt0114924/,//www.rottentomatoes.com/m/while_you_were_sleeping/
No Country for Old Men,Feature Film,Drama,122.0,R,2007.0,11.0,21.0,8.1,582091,Certified Fresh,93.0,Upright,86.0,yes,yes,no,no,yes,no,Joel Coen,http://www.imdb.com/title/tt0477348/,//www.rottentomatoes.com/m/no_country_for_old_men/
Pootie Tang,Feature Film,Comedy,81.0,PG-13,2001.0,6.0,29.0,5.1,11156,Rotten,29.0,Upright,63.0,no,no,no,no,no,no,Louis C.K.,http://www.imdb.com/title/tt0258038/,//www.rottentomatoes.com/m/pootie_tang/
Sans Soleil,Documentary,Documentary,100.0,R,1983.0,2.0,1.0,8.2,6345,Fresh,92.0,Upright,88.0,no,no,no,no,no,no,Chris Marker,http://www.imdb.com/title/tt0084628/,//www.rottentomatoes.com/m/sans_soleil/
The Secret Life of Words,Feature Film,Art House & International,115.0,Unrated,2006.0,12.0,22.0,7.5,9990,Fresh,71.0,Upright,86.0,no,no,no,no,no,no,Isabel Coixet,http://www.imdb.com/title/tt0430576/,//www.rottentomatoes.com/m/the_secret_life_of_words/
Dare,Feature Film,Drama,92.0,R,2009.0,11.0,13.0,5.9,3473,Fresh,60.0,Spilled,34.0,no,no,no,no,no,no,Adam Salky,http://www.imdb.com/title/tt1241316/,//www.rottentomatoes.com/m/dare/
Formula 51,Feature Film,Action & Adventure,93.0,R,2002.0,10.0,18.0,6.3,42295,Rotten,25.0,Spilled,59.0,no,no,no,no,no,no,Ronny Yu,http://www.imdb.com/title/tt0227984/,//www.rottentomatoes.com/m/formula_51/
The Fifth Element,Feature Film,Drama,126.0,PG-13,1997.0,5.0,9.0,7.6,329613,Fresh,71.0,Upright,87.0,no,no,no,no,no,no,Luc Besson,http://www.imdb.com/title/tt0119116/,//www.rottentomatoes.com/m/fifth_element/
The Frozen Ground,Feature Film,Mystery & Suspense,105.0,R,2013.0,8.0,23.0,6.4,42408,Fresh,60.0,Spilled,50.0,no,no,yes,no,no,no,Scott Walker,http://www.imdb.com/title/tt2005374/,//www.rottentomatoes.com/m/the_frozen_ground/
Ice Age: Continental Drift,Feature Film,Action & Adventure,88.0,PG,2012.0,7.0,13.0,6.7,137222,Rotten,37.0,Upright,62.0,no,no,no,no,no,no,Michael Thurmeier,http://www.imdb.com/title/tt1667889/,//www.rottentomatoes.com/m/ice_age_continental_drift/
Showtime,Feature Film,Comedy,95.0,PG-13,2002.0,3.0,15.0,5.5,51366,Rotten,25.0,Spilled,25.0,no,no,yes,no,no,no,Tom Dey,http://www.imdb.com/title/tt0284490/,//www.rottentomatoes.com/m/1113375-showtime/
The Greatest Game Ever Played,Feature Film,Drama,120.0,PG,2005.0,9.0,30.0,7.5,21623,Fresh,63.0,Upright,82.0,no,no,no,no,no,no,Bill Paxton,http://www.imdb.com/title/tt0388980/,//www.rottentomatoes.com/m/greatest_game_ever_played/
Grizzly Man,Documentary,Documentary,103.0,R,2005.0,8.0,12.0,7.8,39320,Certified Fresh,93.0,Upright,85.0,no,no,no,no,no,no,Werner Herzog,http://www.imdb.com/title/tt0427312/,//www.rottentomatoes.com/m/grizzly_man/
Galaxina,Feature Film,Science Fiction & Fantasy,95.0,R,1980.0,6.0,6.0,3.4,1915,Rotten,17.0,Spilled,26.0,no,no,no,no,no,no,William Sachs,http://www.imdb.com/title/tt0080771/,//www.rottentomatoes.com/m/galaxina/
"Oh, God! Book II",Feature Film,Comedy,94.0,PG,1980.0,10.0,3.0,5.1,1674,Rotten,50.0,Spilled,38.0,no,no,no,no,no,no,Gilbert Cates,http://www.imdb.com/title/tt0081268/,//www.rottentomatoes.com/m/oh_god_book_ii/
Micki + Maude,Feature Film,Comedy,118.0,PG-13,1984.0,12.0,21.0,5.9,2096,Fresh,67.0,Spilled,45.0,no,no,no,no,no,no,Blake Edwards,http://www.imdb.com/title/tt0087718/,//www.rottentomatoes.com/m/micki_and_maude/
Bootmen,Feature Film,Drama,95.0,R,2000.0,10.0,6.0,6.2,1935,Rotten,35.0,Upright,70.0,no,no,no,no,no,no,Dein Perry,http://www.imdb.com/title/tt0210584/,//www.rottentomatoes.com/m/bootmen/
My Dinner with Andre,Feature Film,Drama,110.0,PG,1981.0,10.0,11.0,7.8,10522,Fresh,91.0,Upright,86.0,no,no,no,no,no,no,Louis Malle,http://www.imdb.com/title/tt0082783/,//www.rottentomatoes.com/m/my_dinner_with_andre/
Mother's Boys,Feature Film,Mystery & Suspense,96.0,R,1993.0,1.0,1.0,5.4,2380,Rotten,43.0,Spilled,28.0,no,no,no,no,no,no,Yves Simoneau,http://www.imdb.com/title/tt0107606/,//www.rottentomatoes.com/m/mothers_boys/
Robin Hood,Feature Film,Action & Adventure,83.0,G,1973.0,11.0,8.0,7.6,78862,Rotten,50.0,Upright,81.0,no,no,no,no,no,no,Wolfgang Reitherman,http://www.imdb.com/title/tt0070608/,//www.rottentomatoes.com/m/1017699-robin_hood/
Ghost Rider: Spirit of Vengeance,Feature Film,Action & Adventure,96.0,PG-13,2012.0,2.0,17.0,4.3,83724,Rotten,17.0,Spilled,32.0,no,no,yes,no,no,no,Brian Taylor,http://www.imdb.com/title/tt1071875/,//www.rottentomatoes.com/m/ghost_rider_spirit_of_vengeance/
Naked Lunch,Feature Film,Drama,115.0,R,1991.0,12.0,27.0,7.1,34298,Fresh,71.0,Upright,77.0,no,no,no,no,no,no,David Cronenberg,http://www.imdb.com/title/tt0102511/,//www.rottentomatoes.com/m/naked_lunch/
Theremin: An Electronic Odyssey,Documentary,Documentary,83.0,PG,1994.0,1.0,29.0,7.4,830,Fresh,100.0,Upright,72.0,no,no,no,no,no,no,Steven M. Martin,http://www.imdb.com/title/tt0108323/,//www.rottentomatoes.com/m/theremin_an_electronic_odyssey/
The Whole Wide World,Feature Film,Drama,111.0,PG,1996.0,12.0,1.0,7.3,2869,Fresh,81.0,Upright,72.0,no,no,no,no,no,no,Dan Ireland,http://www.imdb.com/title/tt0118163/,//www.rottentomatoes.com/m/whole_wide_world/
Hostel,Feature Film,Horror,94.0,R,2006.0,1.0,6.0,5.9,134510,Fresh,61.0,Spilled,53.0,no,no,no,no,no,no,Eli Roth,http://www.imdb.com/title/tt0450278/,//www.rottentomatoes.com/m/hostel/
Swordfish,Feature Film,Drama,99.0,R,2001.0,6.0,8.0,6.5,152216,Rotten,26.0,Upright,60.0,no,no,no,yes,no,no,Dominic Sena,http://www.imdb.com/title/tt0244244/,//www.rottentomatoes.com/m/swordfish/
Dark Skies,Feature Film,Mystery & Suspense,97.0,PG-13,2013.0,2.0,22.0,6.3,54771,Rotten,40.0,Spilled,49.0,no,no,no,no,no,no,Scott Stewart,http://www.imdb.com/title/tt2387433/,//www.rottentomatoes.com/m/dark_skies_2013/
The Distinguished Gentleman,Feature Film,Comedy,112.0,R,1992.0,12.0,4.0,5.8,11838,Rotten,13.0,Spilled,36.0,no,no,no,no,no,no,Jonathan Lynn,http://www.imdb.com/title/tt0104114/,//www.rottentomatoes.com/m/the-distinguished-gentleman/
The Time Traveler's Wife,Feature Film,Drama,107.0,PG-13,2009.0,8.0,14.0,7.1,110540,Rotten,38.0,Spilled,59.0,no,no,no,no,no,no,Robert Schwentke,http://www.imdb.com/title/tt0452694/,//www.rottentomatoes.com/m/time_travelers_wife/
Breathless,Feature Film,Drama,100.0,R,1983.0,5.0,13.0,5.7,6343,Fresh,67.0,Spilled,49.0,no,no,no,no,no,no,Jim McBride,http://www.imdb.com/title/tt0085276/,//www.rottentomatoes.com/m/1003066-breathless/
Love Actually,Feature Film,Comedy,135.0,R,2003.0,11.0,7.0,7.7,309494,Fresh,63.0,Upright,73.0,no,no,yes,yes,no,no,Richard Curtis,http://www.imdb.com/title/tt0314331/,//www.rottentomatoes.com/m/love_actually/
"Oh, God!",Feature Film,Science Fiction & Fantasy,98.0,PG,1977.0,10.0,7.0,6.5,6909,Fresh,72.0,Spilled,59.0,no,no,no,no,no,no,Carl Reiner,http://www.imdb.com/title/tt0076489/,//www.rottentomatoes.com/m/oh_god/
Bookies,Feature Film,Drama,88.0,R,2004.0,9.0,1.0,6.0,1890,Fresh,67.0,Spilled,49.0,no,no,no,no,no,no,Mark Illsley,http://www.imdb.com/title/tt0302361/,//www.rottentomatoes.com/m/bookies/
Live and Let Die,Feature Film,Mystery & Suspense,121.0,PG,1973.0,6.0,27.0,6.8,72176,Fresh,66.0,Upright,65.0,no,no,no,no,no,no,Guy Hamilton,http://www.imdb.com/title/tt0070328/,//www.rottentomatoes.com/m/live_and_let_die/
What's Cooking?,Feature Film,Drama,109.0,PG-13,2000.0,1.0,20.0,7.1,2271,Rotten,52.0,Upright,64.0,no,no,no,no,no,no,Gurinder Chadha,http://www.imdb.com/title/tt0197096/,//www.rottentomatoes.com/m/whats_cooking/
The Funeral,Feature Film,Drama,99.0,R,1996.0,11.0,1.0,6.6,6804,Fresh,79.0,Upright,68.0,no,no,no,no,no,no,Abel Ferrara,http://www.imdb.com/title/tt0116378/,//www.rottentomatoes.com/m/1074517-funeral/
Safe House,Feature Film,Mystery & Suspense,115.0,R,2012.0,2.0,10.0,6.8,161101,Rotten,53.0,Upright,64.0,no,no,no,no,no,no,Daniel Espinosa,http://www.imdb.com/title/tt1599348/,//www.rottentomatoes.com/m/safe_house_2012/
Welcome to Mooseport,Feature Film,Comedy,110.0,PG-13,2004.0,2.0,20.0,5.2,10535,Rotten,13.0,Spilled,19.0,no,no,yes,no,no,no,Donald Petrie,http://www.imdb.com/title/tt0361925/,//www.rottentomatoes.com/m/welcome_to_mooseport/
Trainspotting,Feature Film,Drama,94.0,R,1996.0,7.0,19.0,8.2,448434,Certified Fresh,89.0,Upright,93.0,no,no,no,no,yes,no,Danny Boyle,http://www.imdb.com/title/tt0117951/,//www.rottentomatoes.com/m/trainspotting/
I Wanna Hold Your Hand,Feature Film,Drama,104.0,PG,1978.0,1.0,1.0,6.9,2931,Fresh,83.0,Upright,76.0,no,no,no,no,yes,no,Robert Zemeckis,http://www.imdb.com/title/tt0077714/,//www.rottentomatoes.com/m/i_wanna_hold_your_hand/
UHF,Feature Film,Other,97.0,PG,1989.0,1.0,1.0,7.0,21009,Fresh,63.0,Upright,77.0,no,no,no,no,no,no,Jay Levey,http://www.imdb.com/title/tt0098546/,//www.rottentomatoes.com/m/uhf/
Lola Versus,Feature Film,Comedy,87.0,R,2012.0,6.0,8.0,5.4,6811,Rotten,35.0,Spilled,31.0,no,no,no,no,no,no,Daryl Wein,http://www.imdb.com/title/tt1710417/,//www.rottentomatoes.com/m/lola_versus/
